window_id,Start,Stop
box801,2020-05-25 14:57:06.328,2020-05-25 14:57:08.233
box802,2020-05-25 15:20:08.825,2020-05-25 15:20:10.622
box803,2020-05-25 15:22:31.392,2020-05-25 15:22:33.218
box804,2020-05-25 15:24:26.834,2020-05-25 15:24:28.670
box805,2020-05-25 15:24:51.860,2020-05-25 15:24:53.611
box806,2020-05-25 15:25:32.205,2020-05-25 15:25:34.094
box807,2020-05-25 15:36:29.001,2020-05-25 15:36:30.812
box808,2020-05-25 15:36:44.369,2020-05-25 15:36:46.189
box809,2020-05-25 15:37:31.564,2020-05-25 15:37:33.301
box810,2020-05-25 15:38:06.200,2020-05-25 15:38:08.074
box811,2020-05-26 07:19:03.478,2020-05-26 07:19:05.287
box812,2020-05-26 07:21:47.812,2020-05-26 07:21:49.774
box813,2020-05-26 07:23:27.300,2020-05-26 07:23:29.069
box814,2020-05-26 07:24:02.493,2020-05-26 07:24:04.268
box815,2020-05-26 07:24:14.483,2020-05-26 07:24:16.301
box816,2020-05-26 07:24:26.258,2020-05-26 07:24:28.260
box817,2020-05-26 07:24:37.869,2020-05-26 07:24:40.374
box818,2020-05-26 07:25:25.475,2020-05-26 07:25:27.429
box819,2020-05-26 07:26:14.445,2020-05-26 07:26:16.281
box820,2020-05-26 07:26:39.231,2020-05-26 07:26:41.086
box821,2020-05-26 07:28:21.184,2020-05-26 07:28:22.980
box822,2020-05-26 07:28:44.444,2020-05-26 07:28:46.306
box823,2020-05-26 07:29:30.564,2020-05-26 07:29:32.294
box824,2020-05-26 07:29:53.787,2020-05-26 07:29:55.577
box825,2020-05-26 07:30:29.267,2020-05-26 07:30:30.995
box826,2020-05-26 07:30:53.102,2020-05-26 07:30:55.038
box827,2020-05-26 07:31:15.852,2020-05-26 07:31:18.013
box828,2020-05-26 07:33:12.642,2020-05-26 07:33:14.526
box829,2020-05-26 07:54:39.196,2020-05-26 07:54:41.389
box830,2020-05-26 08:00:10.746,2020-05-26 08:00:12.727
box831,2020-05-26 08:00:34.654,2020-05-26 08:00:36.457
box832,2020-05-26 08:00:46.808,2020-05-26 08:00:48.655
box833,2020-05-26 08:01:04.466,2020-05-26 08:01:06.299
box834,2020-05-26 08:16:41.132,2020-05-26 08:16:42.982
box833,2020-05-26 08:19:23.820,2020-05-26 08:19:25.669
box835,2020-05-26 08:20:34.371,2020-05-26 08:20:36.098
box834,2020-05-26 08:20:38.778,2020-05-26 08:20:40.442
box834,2020-05-26 08:21:53.814,2020-05-26 08:21:55.639
box833,2020-05-26 08:22:04.977,2020-05-26 08:22:06.791
box829,2020-05-26 08:22:40.946,2020-05-26 08:22:42.753
box836,2020-05-26 09:00:23.705,2020-05-26 09:00:25.619
box837,2020-05-26 09:41:03.759,2020-05-26 09:41:05.653
box837,2020-05-26 09:43:41.864,2020-05-26 09:43:43.684
box838,2020-05-26 10:09:21.121,2020-05-26 10:09:22.943
box839,2020-05-26 10:09:32.534,2020-05-26 10:09:34.290
box840,2020-05-26 10:09:55.789,2020-05-26 10:09:57.744
box841,2020-05-26 10:10:18.670,2020-05-26 10:10:20.546
box842,2020-05-26 10:15:05.397,2020-05-26 10:15:07.279
box843,2020-05-26 10:15:59.643,2020-05-26 10:16:01.398
box844,2020-05-26 10:16:17.608,2020-05-26 10:16:19.403
box845,2020-05-26 10:16:39.348,2020-05-26 10:16:41.210
box846,2020-05-26 10:17:40.706,2020-05-26 10:17:42.475
box847,2020-05-26 10:45:13.760,2020-05-26 10:45:15.640
box848,2020-05-26 10:46:05.022,2020-05-26 10:46:06.844
box849,2020-05-26 10:49:38.975,2020-05-26 10:49:40.804
box850,2020-05-26 10:52:35.989,2020-05-26 10:52:37.826
box851,2020-05-26 10:58:48.775,2020-05-26 10:58:50.700
box849,2020-05-26 11:29:41.042,2020-05-26 11:29:42.842
box852,2020-05-26 11:51:47.102,2020-05-26 11:51:48.921
box853,2020-05-26 11:52:39.529,2020-05-26 11:52:41.282
box854,2020-05-26 11:57:06.864,2020-05-26 11:57:08.668
box855,2020-05-26 12:01:04.969,2020-05-26 12:01:06.774
box856,2020-05-26 12:04:36.270,2020-05-26 12:04:38.088
box857,2020-05-26 12:07:34.462,2020-05-26 12:07:36.364
box858,2020-05-26 12:08:56.436,2020-05-26 12:08:58.256
box859,2020-05-26 12:13:44.887,2020-05-26 12:13:46.706
box860,2020-05-26 12:15:20.710,2020-05-26 12:15:22.473
box861,2020-05-26 12:16:29.836,2020-05-26 12:16:31.595
box862,2020-05-26 12:19:55.943,2020-05-26 12:19:57.764
box863,2020-05-26 12:20:07.776,2020-05-26 12:20:09.677
box864,2020-05-26 12:20:19.782,2020-05-26 12:20:21.714
box865,2020-05-26 12:21:52.193,2020-05-26 12:21:54.030
box866,2020-05-26 12:22:15.356,2020-05-26 12:22:17.204
box867,2020-05-26 12:22:43.921,2020-05-26 12:22:45.746
box868,2020-05-26 12:23:36.285,2020-05-26 12:23:38.037
box869,2020-05-26 12:23:53.671,2020-05-26 12:23:55.542
box870,2020-05-26 12:27:55.867,2020-05-26 12:27:57.706
box871,2020-05-26 12:28:31.411,2020-05-26 12:28:33.232
box872,2020-05-26 12:33:16.592,2020-05-26 12:33:18.299
box873,2020-05-26 12:33:58.765,2020-05-26 12:34:00.707
box874,2020-05-26 12:44:10.593,2020-05-26 12:44:12.362
box875,2020-05-26 13:09:42.605,2020-05-26 13:09:44.407
box876,2020-05-26 13:10:11.874,2020-05-26 13:10:13.694
box877,2020-05-26 13:10:35.098,2020-05-26 13:10:36.886
box878,2020-05-26 13:18:43.707,2020-05-26 13:18:45.538
box879,2020-05-26 13:34:04.892,2020-05-26 13:34:06.716
box880,2020-05-26 14:07:30.898,2020-05-26 14:07:32.760
box881,2020-05-26 14:11:26.630,2020-05-26 14:11:28.404
box882,2020-05-26 14:33:42.100,2020-05-26 14:33:43.932
box883,2020-05-26 14:34:28.432,2020-05-26 14:34:30.254
box884,2020-05-26 14:34:52.844,2020-05-26 14:34:54.619
box885,2020-05-26 14:39:14.476,2020-05-26 14:39:16.299
box886,2020-05-26 14:40:52.334,2020-05-26 14:40:54.280
box887,2020-05-26 14:41:15.153,2020-05-26 14:41:17.411
box888,2020-05-26 14:41:39.137,2020-05-26 14:41:40.971
box889,2020-05-26 14:43:12.407,2020-05-26 14:43:14.325
box890,2020-05-26 15:18:36.988,2020-05-26 15:18:38.873
box891,2020-05-26 15:20:01.495,2020-05-26 15:20:03.296
box892,2020-05-27 07:22:26.413,2020-05-27 07:22:28.236
box893,2020-05-27 07:26:09.905,2020-05-27 07:26:11.895
box894,2020-05-27 07:33:10.280,2020-05-27 07:33:12.116
box895,2020-05-27 07:33:22.071,2020-05-27 07:33:23.898
box896,2020-05-27 07:33:46.440,2020-05-27 07:33:48.281
box897,2020-05-27 07:41:20.807,2020-05-27 07:41:22.599
box898,2020-05-27 07:44:24.536,2020-05-27 07:44:26.308
box899,2020-05-27 07:54:35.916,2020-05-27 07:54:37.768
box900,2020-05-27 07:55:41.575,2020-05-27 07:55:43.298
box901,2020-05-27 08:01:09.480,2020-05-27 08:01:11.298
box902,2020-05-27 08:02:35.373,2020-05-27 08:02:37.213
box903,2020-05-27 08:05:24.590,2020-05-27 08:05:26.300
box904,2020-05-27 08:08:01.715,2020-05-27 08:08:03.599
box905,2020-05-27 08:18:19.115,2020-05-27 08:18:20.889
box906,2020-05-27 08:26:27.613,2020-05-27 08:26:29.384
box907,2020-05-27 08:26:44.809,2020-05-27 08:26:46.705
box908,2020-05-27 08:49:55.452,2020-05-27 08:49:57.273
box909,2020-05-27 08:50:31.421,2020-05-27 08:50:33.248
box910,2020-05-27 08:50:55.256,2020-05-27 08:50:57.106
box911,2020-05-27 08:58:51.671,2020-05-27 08:58:53.497
box912,2020-05-27 08:59:56.390,2020-05-27 08:59:58.242
box913,2020-05-27 09:00:20.115,2020-05-27 09:00:21.881
box910,2020-05-27 09:16:46.184,2020-05-27 09:16:48.051
box910,2020-05-27 09:18:41.227,2020-05-27 09:18:43.038
box914,2020-05-27 09:20:31.183,2020-05-27 09:20:33.015
box915,2020-05-27 09:21:08.457,2020-05-27 09:21:10.298
box916,2020-05-27 09:22:34.197,2020-05-27 09:22:36.031
box917,2020-05-27 09:23:58.819,2020-05-27 09:24:00.688
box918,2020-05-27 09:24:21.035,2020-05-27 09:24:22.873
box919,2020-05-27 09:31:06.637,2020-05-27 09:31:08.384
box920,2020-05-27 09:34:13.017,2020-05-27 09:34:14.768
box921,2020-05-27 09:35:11.376,2020-05-27 09:35:13.209
box922,2020-05-27 09:36:06.900,2020-05-27 09:36:08.734
box923,2020-05-27 09:36:54.301,2020-05-27 09:36:56.125
box924,2020-05-27 09:37:23.970,2020-05-27 09:37:25.961
box925,2020-05-27 09:37:53.904,2020-05-27 09:37:55.741
box926,2020-05-27 09:38:49.110,2020-05-27 09:38:50.924
box927,2020-05-27 09:40:29.819,2020-05-27 09:40:31.765
box928,2020-05-27 09:45:46.922,2020-05-27 09:45:48.739
box929,2020-05-27 09:51:42.409,2020-05-27 09:51:44.228
box930,2020-05-27 09:55:50.291,2020-05-27 09:55:52.125
box931,2020-05-27 10:40:33.489,2020-05-27 10:40:35.309
box932,2020-05-27 11:53:07.404,2020-05-27 11:53:09.270
box933,2020-05-27 11:55:17.856,2020-05-27 11:55:19.699
box934,2020-05-27 11:58:37.256,2020-05-27 11:58:39.126
box935,2020-05-27 12:00:09.634,2020-05-27 12:00:11.412
box936,2020-05-27 12:00:34.822,2020-05-27 12:00:36.684
box937,2020-05-27 12:01:30.240,2020-05-27 12:01:32.068
box938,2020-05-27 12:08:00.262,2020-05-27 12:08:02.110
box939,2020-05-27 12:16:16.214,2020-05-27 12:16:18.047
box940,2020-05-27 12:16:58.702,2020-05-27 12:17:00.512
box941,2020-05-27 12:17:40.315,2020-05-27 12:17:42.144
box942,2020-05-27 12:28:00.455,2020-05-27 12:28:02.290
box943,2020-05-27 12:28:27.783,2020-05-27 12:28:29.606
box944,2020-05-27 12:53:16.401,2020-05-27 12:53:18.181
box945,2020-05-27 12:53:37.324,2020-05-27 12:53:39.010
box946,2020-05-27 12:53:43.191,2020-05-27 12:53:45.003
box946,2020-05-27 12:57:00.470,2020-05-27 12:57:02.235
box947,2020-05-27 13:03:21.819,2020-05-27 13:03:23.586
box948,2020-05-27 13:03:33.332,2020-05-27 13:03:35.087
box949,2020-05-27 13:18:31.781,2020-05-27 13:18:33.562
box950,2020-05-27 13:26:41.419,2020-05-27 13:26:43.185
box951,2020-05-27 13:28:15.076,2020-05-27 13:28:16.843
box946,2020-05-27 13:31:06.574,2020-05-27 13:31:08.271
box952,2020-05-27 13:31:20.328,2020-05-27 13:31:22.101
box953,2020-05-27 13:37:38.693,2020-05-27 13:37:40.462
box948,2020-05-27 13:41:16.805,2020-05-27 13:41:18.621
box944,2020-05-27 13:41:27.955,2020-05-27 13:41:29.825
box945,2020-05-27 13:41:51.832,2020-05-27 13:41:53.562
box946,2020-05-27 13:44:33.936,2020-05-27 13:44:35.690
box954,2020-05-27 14:16:05.789,2020-05-27 14:16:07.552
box955,2020-05-27 14:36:46.237,2020-05-27 14:36:48.001
box956,2020-05-27 14:40:17.868,2020-05-27 14:40:19.623
box957,2020-05-27 14:49:52.180,2020-05-27 14:49:53.950
box958,2020-05-27 14:50:26.507,2020-05-27 14:50:28.285
box959,2020-05-27 14:50:48.736,2020-05-27 14:50:50.635
box960,2020-05-27 14:50:59.971,2020-05-27 14:51:01.731
box961,2020-05-27 14:51:12.332,2020-05-27 14:51:14.114
box962,2020-05-27 14:58:13.669,2020-05-27 14:58:15.466
box963,2020-05-28 07:15:11.608,2020-05-28 07:15:13.394
box964,2020-05-28 07:20:13.272,2020-05-28 07:20:15.044
box965,2020-05-28 07:56:34.017,2020-05-28 07:56:35.792
box966,2020-05-28 08:00:00.718,2020-05-28 08:00:02.603
box967,2020-05-28 08:01:58.435,2020-05-28 08:02:00.242
box968,2020-05-28 08:04:09.324,2020-05-28 08:04:11.094
box969,2020-05-28 08:06:43.831,2020-05-28 08:06:45.899
box970,2020-05-28 08:08:21.912,2020-05-28 08:08:24.413
box971,2020-05-28 08:09:56.325,2020-05-28 08:09:58.087
box972,2020-05-28 08:10:34.031,2020-05-28 08:10:35.797
box973,2020-05-28 08:11:01.819,2020-05-28 08:11:03.594
box974,2020-05-28 08:15:21.835,2020-05-28 08:15:24.713
box975,2020-05-28 08:16:46.098,2020-05-28 08:16:47.809
box976,2020-05-28 08:22:52.268,2020-05-28 08:22:54.071
box977,2020-05-28 08:28:09.995,2020-05-28 08:28:11.742
box978,2020-05-28 08:29:53.772,2020-05-28 08:29:55.578
box979,2020-05-28 08:31:20.191,2020-05-28 08:31:22.091
box980,2020-05-28 08:32:39.555,2020-05-28 08:32:41.275
box981,2020-05-28 08:42:25.624,2020-05-28 08:42:27.319
box982,2020-05-28 08:45:50.228,2020-05-28 08:45:52.032
box983,2020-05-28 08:52:18.758,2020-05-28 08:52:20.575
box984,2020-05-28 08:53:19.841,2020-05-28 08:53:21.597
box985,2020-05-28 08:54:45.914,2020-05-28 08:54:47.620
box986,2020-05-28 08:55:09.573,2020-05-28 08:55:11.269
box987,2020-05-28 08:56:09.440,2020-05-28 08:56:11.189
box988,2020-05-28 08:57:34.728,2020-05-28 08:57:36.467
box989,2020-05-28 09:14:45.985,2020-05-28 09:14:47.697
box990,2020-05-28 09:15:42.925,2020-05-28 09:15:44.692
box991,2020-05-28 09:17:42.469,2020-05-28 09:17:45.162
box992,2020-05-28 09:20:29.202,2020-05-28 09:20:30.962
box993,2020-05-28 09:21:51.984,2020-05-28 09:21:53.702
box994,2020-05-28 09:22:39.165,2020-05-28 09:22:40.881
box995,2020-05-28 09:23:58.173,2020-05-28 09:23:59.949
box996,2020-05-28 09:26:02.480,2020-05-28 09:26:04.237
box997,2020-05-28 09:26:38.331,2020-05-28 09:26:40.118
box998,2020-05-28 09:27:38.269,2020-05-28 09:27:40.037
box999,2020-05-28 09:30:19.193,2020-05-28 09:30:20.896
box991,2020-05-28 09:32:17.534,2020-05-28 09:32:19.272
box1000,2020-05-28 09:33:51.325,2020-05-28 09:33:53.076
box1001,2020-05-28 09:34:14.597,2020-05-28 09:34:16.323
box1002,2020-05-28 09:34:44.926,2020-05-28 09:34:46.699
box1003,2020-05-28 09:35:09.340,2020-05-28 09:35:11.118
box1004,2020-05-28 09:37:38.059,2020-05-28 09:37:39.810
box1005,2020-05-28 09:38:17.656,2020-05-28 09:38:19.387
box1006,2020-05-28 09:44:11.955,2020-05-28 09:44:13.656
box1007,2020-05-28 09:44:34.908,2020-05-28 09:44:36.663
box1008,2020-05-28 09:46:28.135,2020-05-28 09:46:29.891
box1009,2020-05-28 10:08:43.102,2020-05-28 10:08:44.914
box1010,2020-05-28 10:51:51.463,2020-05-28 10:51:53.222
box1011,2020-05-28 11:26:13.570,2020-05-28 11:26:15.281
box1012,2020-05-28 12:10:26.871,2020-05-28 12:10:28.633
box1013,2020-05-28 12:19:50.100,2020-05-28 12:19:51.932
box1014,2020-05-28 12:21:23.741,2020-05-28 12:21:25.559
box1015,2020-05-28 12:44:31.849,2020-05-28 12:44:33.604
box1016,2020-05-28 12:44:43.299,2020-05-28 12:44:45.085
box1017,2020-05-28 12:46:40.557,2020-05-28 12:46:42.277
box1018,2020-05-28 13:05:29.701,2020-05-28 13:05:31.585
box1019,2020-05-28 13:09:07.990,2020-05-28 13:09:09.743
box1020,2020-05-28 13:15:33.152,2020-05-28 13:15:34.919
box1021,2020-05-28 13:22:55.926,2020-05-28 13:22:57.685
box1022,2020-05-28 13:28:58.739,2020-05-28 13:29:00.634
box1022,2020-05-28 13:30:05.362,2020-05-28 13:30:07.126
box1022,2020-05-28 13:30:46.600,2020-05-28 13:30:48.252
box1023,2020-05-28 13:33:32.031,2020-05-28 13:33:33.804
box1024,2020-05-28 13:35:05.344,2020-05-28 13:35:07.118
box1025,2020-05-28 13:35:25.998,2020-05-28 13:35:27.773
box1026,2020-05-28 13:35:47.532,2020-05-28 13:35:49.275
box1027,2020-05-28 13:38:36.121,2020-05-28 13:38:37.879
box1028,2020-05-28 13:39:00.063,2020-05-28 13:39:01.822
box1029,2020-05-28 13:39:37.730,2020-05-28 13:39:39.563
box1026,2020-05-28 13:40:22.333,2020-05-28 13:40:24.098
box1030,2020-05-28 14:56:35.942,2020-05-28 14:56:37.709
box1031,2020-05-28 14:56:48.244,2020-05-28 14:56:49.930
box1032,2020-05-28 14:57:36.236,2020-05-28 14:57:37.911
box1033,2020-05-28 14:57:48.373,2020-05-28 14:57:50.133
box1034,2020-05-28 14:59:03.984,2020-05-28 14:59:05.761
box1035,2020-05-28 15:02:22.293,2020-05-28 15:02:24.061
box1036,2020-05-28 15:02:58.198,2020-05-28 15:02:59.956
box1037,2020-05-28 15:10:51.276,2020-05-28 15:10:53.034
box1038,2020-05-28 15:20:07.296,2020-05-28 15:20:08.967
box1039,2020-05-28 15:20:13.094,2020-05-28 15:20:14.906
box1040,2020-05-28 15:21:06.220,2020-05-28 15:21:07.906
box1041,2020-05-28 15:32:00.015,2020-05-28 15:32:01.769
box1041,2020-05-28 15:34:33.210,2020-05-28 15:34:35.063
box1042,2020-05-29 07:09:57.625,2020-05-29 07:09:59.564
box1043,2020-05-29 07:10:34.097,2020-05-29 07:10:35.854
box1044,2020-05-29 07:29:56.856,2020-05-29 07:29:58.791
box1045,2020-05-29 07:32:03.801,2020-05-29 07:32:05.568
box1046,2020-05-29 07:33:57.032,2020-05-29 07:33:58.821
box1047,2020-05-29 07:34:39.992,2020-05-29 07:34:41.688
box1048,2020-05-29 07:37:16.971,2020-05-29 07:37:18.744
box1049,2020-05-29 07:45:01.876,2020-05-29 07:45:03.650
box1050,2020-05-29 08:14:16.874,2020-05-29 08:14:18.669
box1051,2020-05-29 08:14:29.042,2020-05-29 08:14:30.753
box1052,2020-05-29 08:14:41.255,2020-05-29 08:14:43.010
box1053,2020-05-29 08:16:10.202,2020-05-29 08:16:11.973
box1054,2020-05-29 09:02:40.172,2020-05-29 09:02:41.927
box1055,2020-05-29 09:03:21.170,2020-05-29 09:03:22.928
box1056,2020-05-29 09:05:02.633,2020-05-29 09:05:04.368
box1057,2020-05-29 09:05:50.130,2020-05-29 09:05:51.869
box1058,2020-05-29 09:15:10.936,2020-05-29 09:15:12.688
box1053,2020-05-29 09:15:44.011,2020-05-29 09:15:45.774
box1059,2020-05-29 09:16:09.786,2020-05-29 09:16:11.603
box1060,2020-05-29 09:18:48.331,2020-05-29 09:18:50.083
box1061,2020-05-29 10:02:14.699,2020-05-29 10:02:16.633
box1062,2020-05-29 10:03:48.101,2020-05-29 10:03:49.872
box1063,2020-05-29 10:03:54.020,2020-05-29 10:03:55.887
box1064,2020-05-29 10:05:07.698,2020-05-29 10:05:09.561
box1065,2020-05-29 10:10:05.681,2020-05-29 10:10:07.420
box1066,2020-05-29 10:15:57.937,2020-05-29 10:15:59.800
box1067,2020-05-29 10:17:44.272,2020-05-29 10:17:46.029
box1068,2020-05-29 11:23:39.152,2020-05-29 11:23:40.873
box1069,2020-05-29 11:24:33.140,2020-05-29 11:24:34.899
box1070,2020-05-29 11:26:30.771,2020-05-29 11:26:32.529
box1071,2020-05-29 11:26:53.705,2020-05-29 11:26:55.563
box1072,2020-05-29 11:28:03.817,2020-05-29 11:28:05.889
box1073,2020-05-29 11:28:27.125,2020-05-29 11:28:28.922
box1074,2020-05-29 11:33:17.724,2020-05-29 11:33:19.515
box1075,2020-05-29 11:35:56.505,2020-05-29 11:35:58.202
box1076,2020-05-29 11:37:03.946,2020-05-29 11:37:05.705
box1077,2020-05-29 11:40:29.587,2020-05-29 11:40:31.290
box1078,2020-05-29 11:41:04.384,2020-05-29 11:41:06.112
box1079,2020-05-29 11:43:06.830,2020-05-29 11:43:08.593
box1080,2020-05-29 11:43:25.684,2020-05-29 11:43:27.411
box1081,2020-05-29 11:43:54.515,2020-05-29 11:43:56.297
box1082,2020-05-29 11:46:06.672,2020-05-29 11:46:08.460
box1083,2020-05-29 12:12:08.999,2020-05-29 12:12:10.801
box1084,2020-05-29 12:23:41.944,2020-05-29 12:23:43.711
box1085,2020-05-29 12:24:17.244,2020-05-29 12:24:19.010
box1086,2020-05-29 12:41:55.714,2020-05-29 12:41:57.483
box1087,2020-05-29 12:52:49.523,2020-05-29 12:52:51.275
box1088,2020-05-29 12:57:55.524,2020-05-29 12:57:57.282
box1089,2020-05-29 13:14:19.598,2020-05-29 13:14:21.273
box1090,2020-05-29 13:17:25.301,2020-05-29 13:17:27.087
box1091,2020-05-29 13:22:21.428,2020-05-29 13:22:23.190
box1092,2020-05-29 13:57:26.418,2020-05-29 13:57:28.192
box1093,2020-05-29 14:22:01.670,2020-05-29 14:22:03.399
box1094,2020-05-29 14:22:37.583,2020-05-29 14:22:39.281
box1095,2020-05-29 14:35:08.285,2020-05-29 14:35:10.054
box1096,2020-05-29 14:40:39.936,2020-05-29 14:40:41.720
box1097,2020-05-29 14:41:05.617,2020-05-29 14:41:07.313
box1098,2020-05-29 14:41:32.697,2020-05-29 14:41:34.513
box1099,2020-05-29 14:50:04.783,2020-05-29 14:50:06.618
box1099,2020-05-29 14:54:33.040,2020-05-29 14:54:34.803
box1100,2020-05-29 15:01:55.801,2020-05-29 15:01:57.659
box1101,2020-05-29 15:07:29.370,2020-05-29 15:07:31.152
box1102,2020-05-29 15:10:07.204,2020-05-29 15:10:08.958
box1103,2020-05-29 15:10:46.717,2020-05-29 15:10:48.561
box1104,2020-05-29 15:37:38.077,2020-05-29 15:37:39.840
box1105,2020-05-29 15:38:07.482,2020-05-29 15:38:09.388
box1106,2020-06-03 07:29:42.626,2020-06-03 07:29:44.355
box1107,2020-06-03 07:30:56.640,2020-06-03 07:30:58.358
box1108,2020-06-03 07:42:03.646,2020-06-03 07:42:05.391
box1109,2020-06-03 07:42:09.596,2020-06-03 07:42:11.329
box1110,2020-06-03 07:43:08.628,2020-06-03 07:43:10.403
box1111,2020-06-03 07:54:14.853,2020-06-03 07:54:16.610
box1112,2020-06-03 08:02:39.033,2020-06-03 08:02:40.791
box1113,2020-06-03 08:04:23.272,2020-06-03 08:04:25.055
box1114,2020-06-03 08:05:38.559,2020-06-03 08:05:40.304
box1115,2020-06-03 08:06:47.459,2020-06-03 08:06:49.223
box1116,2020-06-03 08:14:45.052,2020-06-03 08:14:46.833
box1117,2020-06-03 08:27:15.578,2020-06-03 08:27:17.291
box1118,2020-06-03 08:28:12.902,2020-06-03 08:28:14.667
box1119,2020-06-03 08:28:45.838,2020-06-03 08:28:47.553
box1120,2020-06-03 09:19:12.808,2020-06-03 09:19:14.619
box1121,2020-06-03 09:19:48.797,2020-06-03 09:19:50.569
box1122,2020-06-03 09:20:00.984,2020-06-03 09:20:03.086
box1123,2020-06-03 09:21:34.577,2020-06-03 09:21:36.280
box1124,2020-06-03 09:22:21.954,2020-06-03 09:22:23.648
box1125,2020-06-03 09:22:31.096,2020-06-03 09:22:32.854
box1126,2020-06-03 09:27:01.665,2020-06-03 09:27:03.469
box1127,2020-06-03 09:28:23.904,2020-06-03 09:28:25.672
box1128,2020-06-03 09:57:44.701,2020-06-03 09:57:46.618
box1129,2020-06-03 10:01:33.232,2020-06-03 10:01:35.005
box1130,2020-06-03 10:03:43.890,2020-06-03 10:03:45.658
box1131,2020-06-03 10:05:27.513,2020-06-03 10:05:29.275
box1132,2020-06-03 10:10:44.194,2020-06-03 10:10:45.917
box1133,2020-06-03 10:13:44.051,2020-06-03 10:13:45.813
box1134,2020-06-03 10:46:05.222,2020-06-03 10:46:06.916
box1135,2020-06-03 10:55:20.013,2020-06-03 10:55:21.761
box1136,2020-06-03 10:56:27.174,2020-06-03 10:56:28.992
box1137,2020-06-03 10:57:16.025,2020-06-03 10:57:17.940
box1138,2020-06-03 11:19:16.644,2020-06-03 11:19:18.417
box1139,2020-06-03 11:19:45.706,2020-06-03 11:19:47.422
box1140,2020-06-03 11:58:19.107,2020-06-03 11:58:20.872
box1141,2020-06-03 11:59:46.183,2020-06-03 11:59:47.995
box1142,2020-06-03 12:09:48.224,2020-06-03 12:09:49.987
box1143,2020-06-03 12:13:02.638,2020-06-03 12:13:04.338
box1144,2020-06-03 12:13:25.760,2020-06-03 12:13:27.637
box1145,2020-06-03 12:41:20.881,2020-06-03 12:41:22.696
box1146,2020-06-03 12:42:40.265,2020-06-03 12:42:42.035
box1147,2020-06-03 12:44:30.696,2020-06-03 12:44:32.439
box1148,2020-06-03 13:16:30.164,2020-06-03 13:16:31.945
box1149,2020-06-03 13:30:50.929,2020-06-03 13:30:52.614
box1150,2020-06-03 13:31:27.472,2020-06-03 13:31:29.236
box1151,2020-06-03 14:02:28.937,2020-06-03 14:02:30.694
box1152,2020-06-03 14:03:20.424,2020-06-03 14:03:22.199
box1153,2020-06-03 14:05:06.042,2020-06-03 14:05:07.744
box1154,2020-06-03 14:05:30.287,2020-06-03 14:05:32.156
box1155,2020-06-03 14:06:02.105,2020-06-03 14:06:03.861
box1156,2020-06-03 14:06:43.739,2020-06-03 14:06:45.557
box1157,2020-06-03 14:07:38.072,2020-06-03 14:07:39.836
box1158,2020-06-03 14:13:50.461,2020-06-03 14:13:52.239
box1159,2020-06-03 14:15:00.390,2020-06-03 14:15:02.195
box1160,2020-06-03 14:17:59.401,2020-06-03 14:18:01.168
box1161,2020-06-03 14:21:06.944,2020-06-03 14:21:08.708
box1162,2020-06-03 14:22:36.616,2020-06-03 14:22:38.272
box1163,2020-06-03 14:23:30.596,2020-06-03 14:23:32.253
box1164,2020-06-03 14:24:41.830,2020-06-03 14:24:43.593
box1165,2020-06-03 14:26:45.813,2020-06-03 14:26:47.594
box1166,2020-06-03 14:27:30.548,2020-06-03 14:27:32.273
box1167,2020-06-03 14:30:19.513,2020-06-03 14:30:21.274
box1168,2020-06-03 14:31:25.489,2020-06-03 14:31:27.259
box1169,2020-06-03 14:32:01.018,2020-06-03 14:32:02.871
box1170,2020-06-03 14:32:33.684,2020-06-03 14:32:35.400
box1171,2020-06-03 14:42:50.529,2020-06-03 14:42:52.288
box1172,2020-06-03 15:27:28.705,2020-06-03 15:27:30.571
box1173,2020-06-03 15:29:19.917,2020-06-03 15:29:21.689
box1174,2020-06-03 15:34:50.431,2020-06-03 15:34:52.271
box1175,2020-06-03 15:36:11.046,2020-06-03 15:36:12.804
box1176,2020-06-03 15:36:43.540,2020-06-03 15:36:45.279
box1177,2020-06-04 07:29:07.041,2020-06-04 07:29:08.808
box1178,2020-06-04 07:31:01.489,2020-06-04 07:31:03.269
box1179,2020-06-04 07:35:32.442,2020-06-04 07:35:34.216
box1180,2020-06-04 07:36:16.790,2020-06-04 07:36:18.757
box1181,2020-06-04 07:38:02.095,2020-06-04 07:38:03.875
box1182,2020-06-04 07:43:19.171,2020-06-04 07:43:20.878
box1183,2020-06-04 07:44:36.537,2020-06-04 07:44:38.284
box1184,2020-06-04 07:46:02.438,2020-06-04 07:46:04.195
box1185,2020-06-04 07:50:10.095,2020-06-04 07:50:11.790
box1186,2020-06-04 07:50:47.276,2020-06-04 07:50:49.051
box1187,2020-06-04 07:51:16.926,2020-06-04 07:51:18.699
box1188,2020-06-04 08:01:09.573,2020-06-04 08:01:11.242
box1189,2020-06-04 08:05:25.917,2020-06-04 08:05:27.684
box1190,2020-06-04 08:42:11.069,2020-06-04 08:42:12.852
box1191,2020-06-04 08:45:16.831,2020-06-04 08:45:18.530
box1192,2020-06-04 08:45:45.855,2020-06-04 08:45:47.541
box1193,2020-06-04 08:46:08.705,2020-06-04 08:46:10.468
box1194,2020-06-04 08:57:39.189,2020-06-04 08:57:40.893
box1195,2020-06-04 08:59:05.905,2020-06-04 08:59:07.655
