window_id,Start,Stop
box422,2020-05-13 09:26:34.697,2020-05-13 09:26:36.406
box423,2020-05-13 09:27:12.407,2020-05-13 09:27:14.206
box424,2020-05-13 09:30:02.045,2020-05-13 09:30:03.847
box425,2020-05-13 09:36:29.705,2020-05-13 09:36:31.512
box426,2020-05-13 09:51:20.505,2020-05-13 09:51:22.276
box427,2020-05-13 09:57:47.903,2020-05-13 09:57:49.673
box428,2020-05-13 09:59:55.311,2020-05-13 09:59:57.108
box429,2020-05-13 10:00:35.894,2020-05-13 10:00:37.667
box430,2020-05-13 11:20:04.833,2020-05-13 11:20:06.613
box431,2020-05-13 11:27:08.346,2020-05-13 11:27:10.126
box432,2020-05-13 11:33:38.406,2020-05-13 11:33:40.178
box433,2020-05-13 11:40:21.254,2020-05-13 11:40:23.028
box434,2020-05-13 11:40:50.567,2020-05-13 11:40:52.287
box435,2020-05-13 11:41:50.644,2020-05-13 11:41:52.355
box436,2020-05-13 11:42:12.041,2020-05-13 11:42:13.810
box437,2020-05-13 11:42:38.515,2020-05-13 11:42:40.287
box438,2020-05-13 11:45:33.569,2020-05-13 11:45:35.295
box439,2020-05-13 11:46:03.813,2020-05-13 11:46:05.568
box440,2020-05-13 11:49:18.551,2020-05-13 11:49:20.277
box441,2020-05-13 13:41:36.025,2020-05-13 13:41:37.792
box442,2020-05-13 13:42:00.773,2020-05-13 13:42:02.503
box443,2020-05-13 13:42:43.423,2020-05-13 13:42:45.194
box444,2020-05-13 13:43:52.570,2020-05-13 13:43:54.271
box445,2020-05-13 13:59:30.109,2020-05-13 13:59:32.099
box446,2020-05-13 14:46:36.112,2020-05-13 14:46:37.877
box446,2020-05-13 14:47:12.554,2020-05-13 14:47:14.344
box447,2020-05-14 06:49:40.697,2020-05-14 06:49:42.418
box448,2020-05-14 06:56:24.093,2020-05-14 06:56:25.965
box449,2020-05-14 07:46:58.350,2020-05-14 07:47:00.119
box450,2020-05-14 07:47:33.804,2020-05-14 07:47:35.827
box451,2020-05-14 07:49:54.887,2020-05-14 07:49:56.848
box452,2020-05-14 07:52:35.297,2020-05-14 07:52:37.071
box453,2020-05-14 07:52:46.830,2020-05-14 07:52:48.743
box454,2020-05-14 07:53:21.686,2020-05-14 07:53:23.553
box455,2020-05-14 07:55:32.953,2020-05-14 07:55:34.736
box456,2020-05-14 08:01:43.507,2020-05-14 08:01:45.285
box457,2020-05-14 08:01:55.099,2020-05-14 08:01:56.870
box458,2020-05-14 08:02:18.473,2020-05-14 08:02:20.256
box459,2020-05-14 08:03:42.806,2020-05-14 08:03:44.614
box460,2020-05-14 08:05:21.406,2020-05-14 08:05:23.179
box461,2020-05-14 08:08:15.972,2020-05-14 08:08:17.667
box462,2020-05-14 08:11:47.678,2020-05-14 08:11:49.482
box463,2020-05-14 08:12:52.008,2020-05-14 08:12:53.859
box464,2020-05-14 08:13:15.303,2020-05-14 08:13:17.081
box465,2020-05-14 08:14:31.903,2020-05-14 08:14:33.682
box466,2020-05-14 08:15:02.057,2020-05-14 08:15:03.820
box467,2020-05-14 08:15:31.344,2020-05-14 08:15:33.123
box468,2020-05-14 08:15:49.480,2020-05-14 08:15:51.236
box469,2020-05-14 08:16:30.700,2020-05-14 08:16:32.449
box470,2020-05-14 08:17:30.458,2020-05-14 08:17:32.229
box471,2020-05-14 08:17:42.255,2020-05-14 08:17:44.016
box472,2020-05-14 08:17:54.457,2020-05-14 08:17:56.330
box465,2020-05-14 08:22:01.242,2020-05-14 08:22:02.996
box471,2020-05-14 08:22:48.314,2020-05-14 08:22:50.090
box473,2020-05-14 08:24:30.362,2020-05-14 08:24:32.127
box474,2020-05-14 09:16:10.212,2020-05-14 09:16:11.979
box475,2020-05-14 09:26:06.142,2020-05-14 09:26:08.020
box476,2020-05-14 09:34:36.540,2020-05-14 09:34:38.313
box477,2020-05-14 09:34:59.063,2020-05-14 09:35:00.829
box478,2020-05-14 09:40:01.057,2020-05-14 09:40:03.049
box479,2020-05-14 09:42:08.357,2020-05-14 09:42:10.033
box480,2020-05-14 09:43:36.774,2020-05-14 09:43:38.583
box481,2020-05-14 09:44:38.241,2020-05-14 09:44:40.017
box482,2020-05-14 10:04:44.272,2020-05-14 10:04:46.061
box483,2020-05-14 10:23:15.667,2020-05-14 10:23:17.405
box484,2020-05-14 10:58:06.061,2020-05-14 10:58:07.826
box485,2020-05-14 11:04:24.559,2020-05-14 11:04:26.280
box486,2020-05-14 11:04:36.983,2020-05-14 11:04:38.692
box487,2020-05-14 11:26:05.682,2020-05-14 11:26:07.436
box488,2020-05-14 11:26:47.333,2020-05-14 11:26:49.051
box489,2020-05-14 11:27:34.649,2020-05-14 11:27:36.364
box490,2020-05-14 11:36:54.834,2020-05-14 11:36:56.770
box491,2020-05-14 11:52:09.869,2020-05-14 11:52:11.615
box492,2020-05-14 11:55:28.023,2020-05-14 11:55:29.957
box493,2020-05-14 12:06:39.933,2020-05-14 12:06:41.704
box494,2020-05-14 12:09:03.885,2020-05-14 12:09:05.656
box495,2020-05-14 12:09:18.853,2020-05-14 12:09:20.599
box496,2020-05-14 12:09:50.020,2020-05-14 12:09:51.979
box497,2020-05-14 12:16:23.996,2020-05-14 12:16:25.847
box498,2020-05-14 12:28:17.649,2020-05-14 12:28:19.412
box499,2020-05-14 12:31:51.293,2020-05-14 12:31:53.061
box500,2020-05-14 12:32:50.106,2020-05-14 12:32:51.865
box501,2020-05-14 12:35:20.107,2020-05-14 12:35:21.982
box502,2020-05-14 12:39:20.958,2020-05-14 12:39:22.698
box503,2020-05-14 12:42:20.276,2020-05-14 12:42:22.030
box504,2020-05-14 12:42:58.009,2020-05-14 12:42:59.780
box505,2020-05-14 12:46:40.995,2020-05-14 12:46:42.719
box506,2020-05-14 12:53:33.191,2020-05-14 12:53:34.972
box507,2020-05-14 13:43:11.449,2020-05-14 13:43:13.216
box508,2020-05-14 13:43:52.604,2020-05-14 13:43:54.314
box509,2020-05-14 13:44:11.470,2020-05-14 13:44:13.237
box510,2020-05-14 13:45:49.006,2020-05-14 13:45:50.748
box511,2020-05-14 14:23:43.232,2020-05-14 14:23:45.000
box512,2020-05-14 14:37:12.831,2020-05-14 14:37:14.617
box513,2020-05-14 14:40:45.338,2020-05-14 14:40:47.108
box514,2020-05-14 14:48:21.119,2020-05-14 14:48:22.876
box515,2020-05-14 15:06:44.427,2020-05-14 15:06:46.196
box516,2020-05-14 15:07:13.249,2020-05-14 15:07:15.006
box517,2020-05-14 15:07:40.754,2020-05-14 15:07:42.543
box518,2020-05-14 15:08:08.508,2020-05-14 15:08:10.276
box519,2020-05-14 15:11:44.057,2020-05-14 15:11:45.838
box520,2020-05-14 15:13:13.564,2020-05-14 15:13:15.305
box521,2020-05-14 15:28:09.848,2020-05-14 15:28:11.601
box522,2020-05-15 07:09:18.950,2020-05-15 07:09:20.889
box523,2020-05-15 07:11:25.411,2020-05-15 07:11:27.185
box524,2020-05-15 07:11:55.238,2020-05-15 07:11:57.021
box525,2020-05-15 07:12:47.920,2020-05-15 07:12:49.694
box526,2020-05-15 07:13:18.019,2020-05-15 07:13:19.796
box527,2020-05-15 07:13:37.963,2020-05-15 07:13:39.751
box528,2020-05-15 07:14:19.114,2020-05-15 07:14:20.866
box529,2020-05-15 07:15:45.015,2020-05-15 07:15:46.794
box530,2020-05-15 07:21:29.183,2020-05-15 07:21:30.941
box531,2020-05-15 07:21:54.485,2020-05-15 07:21:56.274
box532,2020-05-15 07:22:08.306,2020-05-15 07:22:10.077
box533,2020-05-15 07:31:34.335,2020-05-15 07:31:36.102
box534,2020-05-15 07:40:46.047,2020-05-15 07:40:47.826
box535,2020-05-15 07:41:22.284,2020-05-15 07:41:24.072
box536,2020-05-15 07:42:57.513,2020-05-15 07:42:59.275
box536,2020-05-15 07:54:57.450,2020-05-15 07:54:59.224
box537,2020-05-15 08:01:56.481,2020-05-15 08:01:58.252
box536,2020-05-15 08:02:51.044,2020-05-15 08:02:52.866
box537,2020-05-15 08:04:35.259,2020-05-15 08:04:37.039
box538,2020-05-15 08:04:44.150,2020-05-15 08:04:45.934
box536,2020-05-15 08:04:55.144,2020-05-15 08:04:56.919
box537,2020-05-15 08:05:20.452,2020-05-15 08:05:22.215
box538,2020-05-15 08:07:10.467,2020-05-15 08:07:12.237
box537,2020-05-15 08:07:21.533,2020-05-15 08:07:23.276
box538,2020-05-15 08:07:39.260,2020-05-15 08:07:41.011
box539,2020-05-15 09:22:13.357,2020-05-15 09:22:15.086
box540,2020-05-15 10:22:05.901,2020-05-15 10:22:07.626
box541,2020-05-15 10:23:19.973,2020-05-15 10:23:21.762
box542,2020-05-15 10:25:01.900,2020-05-15 10:25:03.687
box543,2020-05-15 10:30:50.472,2020-05-15 10:30:52.254
box544,2020-05-15 11:22:14.644,2020-05-15 11:22:16.449
box545,2020-05-15 11:22:42.339,2020-05-15 11:22:44.235
box546,2020-05-15 11:22:54.186,2020-05-15 11:22:56.050
box547,2020-05-15 11:42:01.687,2020-05-15 11:42:03.476
box547,2020-05-15 11:52:48.893,2020-05-15 11:52:50.651
box548,2020-05-15 11:53:16.926,2020-05-15 11:53:18.627
box549,2020-05-15 11:57:17.619,2020-05-15 11:57:19.277
box547,2020-05-15 11:59:07.064,2020-05-15 11:59:08.823
box550,2020-05-15 12:08:38.488,2020-05-15 12:08:40.257
box551,2020-05-15 12:09:09.247,2020-05-15 12:09:11.003
box552,2020-05-15 12:11:44.061,2020-05-15 12:11:45.831
box553,2020-05-15 12:12:42.593,2020-05-15 12:12:44.305
box554,2020-05-15 12:13:38.872,2020-05-15 12:13:40.637
box555,2020-05-15 12:14:45.764,2020-05-15 12:14:47.623
box551,2020-05-15 12:20:08.873,2020-05-15 12:20:10.584
box555,2020-05-15 12:20:38.789,2020-05-15 12:20:40.576
box556,2020-05-15 12:21:23.517,2020-05-15 12:21:25.282
box557,2020-05-15 12:35:38.069,2020-05-15 12:35:39.851
box558,2020-05-15 12:39:03.655,2020-05-15 12:39:05.355
box559,2020-05-15 12:48:34.462,2020-05-15 12:48:36.231
box560,2020-05-15 13:01:01.924,2020-05-15 13:01:03.695
box561,2020-05-15 13:10:57.201,2020-05-15 13:10:58.881
box562,2020-05-15 13:36:00.182,2020-05-15 13:36:01.953
box563,2020-05-15 13:41:32.084,2020-05-15 13:41:33.855
box564,2020-05-15 13:44:20.296,2020-05-15 13:44:22.054
box565,2020-05-15 14:13:52.187,2020-05-15 14:13:54.039
box566,2020-05-15 14:14:04.558,2020-05-15 14:14:06.291
box567,2020-05-15 14:25:32.347,2020-05-15 14:25:34.119
box568,2020-05-15 14:48:13.808,2020-05-15 14:48:15.582
box569,2020-05-15 15:10:59.033,2020-05-15 15:11:00.811
box570,2020-05-15 15:11:42.179,2020-05-15 15:11:43.968
box571,2020-05-15 15:12:31.275,2020-05-15 15:12:33.047
box572,2020-05-18 07:19:56.822,2020-05-18 07:19:58.602
box573,2020-05-18 07:21:19.288,2020-05-18 07:21:21.068
box572,2020-05-18 07:22:10.388,2020-05-18 07:22:12.152
box574,2020-05-18 07:22:43.024,2020-05-18 07:22:44.823
box575,2020-05-18 07:26:39.379,2020-05-18 07:26:41.306
box576,2020-05-18 07:27:20.814,2020-05-18 07:27:22.635
box573,2020-05-18 07:27:39.496,2020-05-18 07:27:41.283
box572,2020-05-18 07:28:02.402,2020-05-18 07:28:04.186
box577,2020-05-18 08:19:12.582,2020-05-18 08:19:14.304
box578,2020-05-18 08:22:42.428,2020-05-18 08:22:44.209
box579,2020-05-18 09:22:23.466,2020-05-18 09:22:25.252
box580,2020-05-18 09:48:07.922,2020-05-18 09:48:09.690
box581,2020-05-18 10:15:30.354,2020-05-18 10:15:32.137
box582,2020-05-18 11:52:23.303,2020-05-18 11:52:25.076
box583,2020-05-18 11:56:11.577,2020-05-18 11:56:13.287
box584,2020-05-18 11:58:49.052,2020-05-18 11:58:50.818
box585,2020-05-18 12:13:49.515,2020-05-18 12:13:51.288
box586,2020-05-18 12:15:42.656,2020-05-18 12:15:44.575
box587,2020-05-18 12:16:10.568,2020-05-18 12:16:12.301
box588,2020-05-18 12:18:32.706,2020-05-18 12:18:34.450
box589,2020-05-18 12:25:04.529,2020-05-18 12:25:06.277
box590,2020-05-18 12:42:44.418,2020-05-18 12:42:46.184
box591,2020-05-18 12:45:03.430,2020-05-18 12:45:05.233
box592,2020-05-18 12:52:52.127,2020-05-18 12:52:54.009
box593,2020-05-18 13:03:22.418,2020-05-18 13:03:24.189
box594,2020-05-18 13:06:07.831,2020-05-18 13:06:09.599
box595,2020-05-18 13:06:49.916,2020-05-18 13:06:51.888
box596,2020-05-18 13:08:21.827,2020-05-18 13:08:23.685
box597,2020-05-18 15:19:19.094,2020-05-18 15:19:20.863
box598,2020-05-18 15:23:24.785,2020-05-18 15:23:26.582
box599,2020-05-19 07:13:20.386,2020-05-19 07:13:22.157
box600,2020-05-19 07:15:04.768,2020-05-19 07:15:06.638
box601,2020-05-19 07:18:09.093,2020-05-19 07:18:10.864
box602,2020-05-19 07:21:00.381,2020-05-19 07:21:02.151
box603,2020-05-19 07:21:49.898,2020-05-19 07:21:51.630
box604,2020-05-19 07:22:38.881,2020-05-19 07:22:40.781
box605,2020-05-19 07:31:06.252,2020-05-19 07:31:08.094
box606,2020-05-19 07:31:17.625,2020-05-19 07:31:19.349
box599,2020-05-19 07:34:13.075,2020-05-19 07:34:14.757
box600,2020-05-19 07:34:47.953,2020-05-19 07:34:49.751
box607,2020-05-19 07:43:39.049,2020-05-19 07:43:40.903
box608,2020-05-19 07:44:25.250,2020-05-19 07:44:27.032
box605,2020-05-19 07:49:13.207,2020-05-19 07:49:14.903
box606,2020-05-19 07:49:18.933,2020-05-19 07:49:20.806
box605,2020-05-19 07:50:26.757,2020-05-19 07:50:28.573
box606,2020-05-19 07:50:38.218,2020-05-19 07:50:39.976
box605,2020-05-19 07:50:54.819,2020-05-19 07:50:56.592
box606,2020-05-19 07:51:05.876,2020-05-19 07:51:07.704
box609,2020-05-19 07:51:49.613,2020-05-19 07:51:51.270
box610,2020-05-19 07:52:41.382,2020-05-19 07:52:43.156
box611,2020-05-19 07:55:28.125,2020-05-19 07:55:29.880
box612,2020-05-19 07:55:51.689,2020-05-19 07:55:53.467
box613,2020-05-19 08:02:10.568,2020-05-19 08:02:12.291
box614,2020-05-19 08:04:18.955,2020-05-19 08:04:20.732
box615,2020-05-19 08:05:44.527,2020-05-19 08:05:46.260
box616,2020-05-19 08:06:19.521,2020-05-19 08:06:21.576
box617,2020-05-19 08:11:08.885,2020-05-19 08:11:10.605
box618,2020-05-19 08:14:28.412,2020-05-19 08:14:30.174
box619,2020-05-19 08:15:20.387,2020-05-19 08:15:22.155
box620,2020-05-19 08:18:35.565,2020-05-19 08:18:37.271
box621,2020-05-19 08:46:49.627,2020-05-19 08:46:51.323
box622,2020-05-19 08:46:55.489,2020-05-19 08:46:57.260
box623,2020-05-19 08:47:01.352,2020-05-19 08:47:03.229
box624,2020-05-19 08:58:03.387,2020-05-19 08:58:05.143
box625,2020-05-19 09:38:10.187,2020-05-19 09:38:11.929
box626,2020-05-19 09:38:21.971,2020-05-19 09:38:23.728
box627,2020-05-19 09:39:14.252,2020-05-19 09:39:16.011
box628,2020-05-19 09:39:57.932,2020-05-19 09:39:59.861
box629,2020-05-19 14:21:27.370,2020-05-19 14:21:29.147
box630,2020-05-19 14:26:45.358,2020-05-19 14:26:47.117
box631,2020-05-19 14:28:10.379,2020-05-19 14:28:12.141
box632,2020-05-19 14:28:56.254,2020-05-19 14:28:58.141
box633,2020-05-20 09:06:19.059,2020-05-20 09:06:20.829
box633,2020-05-20 09:17:30.968,2020-05-20 09:17:32.767
box634,2020-05-20 09:17:43.413,2020-05-20 09:17:45.179
box633,2020-05-20 09:19:43.282,2020-05-20 09:19:45.042
box634,2020-05-20 09:19:55.246,2020-05-20 09:19:57.011
box635,2020-05-20 09:34:31.688,2020-05-20 09:34:33.458
box636,2020-05-20 09:35:36.405,2020-05-20 09:35:38.155
box633,2020-05-20 09:43:52.085,2020-05-20 09:43:53.914
box637,2020-05-20 09:44:40.640,2020-05-20 09:44:42.336
box634,2020-05-20 09:46:01.090,2020-05-20 09:46:02.941
box638,2020-05-20 09:48:00.577,2020-05-20 09:48:02.272
box639,2020-05-20 09:50:10.312,2020-05-20 09:50:12.086
box640,2020-05-20 09:51:45.638,2020-05-20 09:51:47.332
box641,2020-05-20 09:52:51.680,2020-05-20 09:52:53.476
box642,2020-05-20 09:56:56.564,2020-05-20 09:56:58.308
box643,2020-05-20 10:02:28.415,2020-05-20 10:02:30.188
box644,2020-05-20 10:02:44.095,2020-05-20 10:02:45.853
box645,2020-05-20 10:05:01.757,2020-05-20 10:05:03.629
box646,2020-05-20 10:05:43.601,2020-05-20 10:05:45.279
box647,2020-05-20 10:06:32.897,2020-05-20 10:06:34.663
box648,2020-05-20 11:45:04.470,2020-05-20 11:45:06.219
box649,2020-05-20 11:46:01.766,2020-05-20 11:46:03.604
box650,2020-05-20 11:47:24.228,2020-05-20 11:47:25.997
box651,2020-05-20 12:44:14.665,2020-05-20 12:44:16.634
box652,2020-05-20 13:02:39.496,2020-05-20 13:02:41.275
box653,2020-05-20 15:15:03.848,2020-05-20 15:15:05.619
box654,2020-05-21 06:58:07.416,2020-05-21 06:58:09.189
box655,2020-05-21 07:01:24.634,2020-05-21 07:01:26.335
box656,2020-05-21 07:05:40.095,2020-05-21 07:05:41.865
box657,2020-05-21 07:09:37.600,2020-05-21 07:09:39.285
box658,2020-05-21 07:10:54.143,2020-05-21 07:10:56.054
box659,2020-05-21 07:18:03.052,2020-05-21 07:18:04.847
box660,2020-05-21 07:28:49.953,2020-05-21 07:28:51.727
box661,2020-05-21 07:30:43.548,2020-05-21 07:30:45.269
box662,2020-05-21 07:31:17.762,2020-05-21 07:31:19.571
box663,2020-05-21 07:38:45.178,2020-05-21 07:38:46.943
box664,2020-05-21 07:54:09.656,2020-05-21 07:54:11.458
box665,2020-05-21 07:57:01.006,2020-05-21 07:57:02.878
box666,2020-05-21 07:57:37.299,2020-05-21 07:57:39.055
box667,2020-05-21 08:07:06.010,2020-05-21 08:07:07.797
box667,2020-05-21 08:08:40.757,2020-05-21 08:08:42.506
box667,2020-05-21 08:14:46.144,2020-05-21 08:14:47.843
box668,2020-05-21 08:47:28.597,2020-05-21 08:47:30.292
box669,2020-05-21 09:36:35.692,2020-05-21 09:36:37.476
box670,2020-05-21 11:56:25.103,2020-05-21 11:56:26.931
box671,2020-05-21 11:56:48.791,2020-05-21 11:56:50.704
box672,2020-05-21 11:57:00.675,2020-05-21 11:57:02.645
box673,2020-05-21 11:57:26.377,2020-05-21 11:57:28.140
box674,2020-05-21 12:06:04.314,2020-05-21 12:06:06.127
box675,2020-05-21 12:21:19.722,2020-05-21 12:21:21.598
box676,2020-05-21 12:21:42.607,2020-05-21 12:21:44.380
box677,2020-05-21 12:23:27.747,2020-05-21 12:23:29.673
box678,2020-05-21 12:38:54.629,2020-05-21 12:38:56.390
box679,2020-05-21 12:39:06.016,2020-05-21 12:39:07.895
box680,2020-05-21 12:40:49.828,2020-05-21 12:40:51.931
box681,2020-05-21 12:41:23.084,2020-05-21 12:41:25.085
box682,2020-05-21 12:46:06.180,2020-05-21 12:46:08.294
box683,2020-05-21 12:47:43.330,2020-05-21 12:47:45.154
box682,2020-05-21 12:47:54.035,2020-05-21 12:47:55.861
box679,2020-05-21 12:49:44.369,2020-05-21 12:49:46.198
box682,2020-05-21 12:50:35.644,2020-05-21 12:50:37.389
box684,2020-05-21 12:52:33.572,2020-05-21 12:52:35.299
box685,2020-05-21 12:53:04.627,2020-05-21 12:53:06.455
box686,2020-05-21 12:54:35.180,2020-05-21 12:54:37.015
box687,2020-05-21 12:58:02.365,2020-05-21 12:58:04.223
box688,2020-05-21 13:04:54.437,2020-05-21 13:04:56.231
box689,2020-05-21 13:07:36.079,2020-05-21 13:07:37.888
box690,2020-05-21 13:12:02.991,2020-05-21 13:12:04.786
box691,2020-05-21 13:12:21.387,2020-05-21 13:12:23.206
box685,2020-05-21 13:12:27.038,2020-05-21 13:12:28.941
box679,2020-05-21 13:13:06.479,2020-05-21 13:13:08.301
box679,2020-05-21 13:13:56.896,2020-05-21 13:13:58.732
box679,2020-05-21 13:30:20.557,2020-05-21 13:30:22.286
box692,2020-05-21 13:30:31.308,2020-05-21 13:30:33.110
box693,2020-05-21 13:30:48.812,2020-05-21 13:30:50.645
box685,2020-05-21 13:30:54.766,2020-05-21 13:30:56.633
box694,2020-05-21 13:31:23.987,2020-05-21 13:31:25.791
box695,2020-05-21 13:31:35.435,2020-05-21 13:31:37.238
box696,2020-05-21 13:31:47.002,2020-05-21 13:31:48.759
box685,2020-05-21 13:32:05.268,2020-05-21 13:32:07.106
box697,2020-05-21 13:32:28.336,2020-05-21 13:32:30.143
box698,2020-05-21 13:33:34.126,2020-05-21 13:33:35.959
box699,2020-05-21 13:33:58.138,2020-05-21 13:33:59.942
box700,2020-05-21 13:36:58.337,2020-05-21 13:37:00.211
box701,2020-05-21 13:37:31.057,2020-05-21 13:37:32.820
box702,2020-05-21 13:38:37.899,2020-05-21 13:38:39.736
box703,2020-05-21 14:11:59.414,2020-05-21 14:12:01.250
box704,2020-05-21 14:36:05.301,2020-05-21 14:36:07.121
box705,2020-05-22 07:48:42.626,2020-05-22 07:48:44.379
box706,2020-05-22 07:51:22.533,2020-05-22 07:51:24.289
box707,2020-05-22 07:51:34.318,2020-05-22 07:51:36.133
box708,2020-05-22 08:50:18.492,2020-05-22 08:50:20.283
box709,2020-05-22 08:50:30.219,2020-05-22 08:50:32.243
box710,2020-05-22 08:50:41.519,2020-05-22 08:50:43.290
box711,2020-05-22 08:53:51.562,2020-05-22 08:53:53.287
box712,2020-05-22 08:58:53.921,2020-05-22 08:58:55.771
box713,2020-05-22 09:00:13.171,2020-05-22 09:00:15.004
box714,2020-05-22 09:20:38.782,2020-05-22 09:20:40.646
box715,2020-05-22 09:21:19.610,2020-05-22 09:21:21.432
box716,2020-05-22 09:22:25.240,2020-05-22 09:22:27.055
box717,2020-05-22 09:28:55.784,2020-05-22 09:28:57.682
box718,2020-05-22 09:29:03.474,2020-05-22 09:29:05.296
box719,2020-05-22 09:29:58.894,2020-05-22 09:30:00.746
box720,2020-05-22 09:30:59.787,2020-05-22 09:31:01.639
box721,2020-05-22 09:32:23.373,2020-05-22 09:32:25.195
box722,2020-05-22 09:35:45.277,2020-05-22 09:35:47.201
box723,2020-05-22 09:44:11.986,2020-05-22 09:44:13.811
box724,2020-05-22 09:45:46.115,2020-05-22 09:45:47.887
box725,2020-05-22 09:47:30.016,2020-05-22 09:47:31.791
box726,2020-05-22 09:49:56.735,2020-05-22 09:49:58.581
box727,2020-05-22 09:52:21.340,2020-05-22 09:52:23.150
box728,2020-05-22 09:53:10.923,2020-05-22 09:53:12.759
box729,2020-05-22 09:53:46.212,2020-05-22 09:53:48.111
box730,2020-05-22 09:58:00.267,2020-05-22 09:58:02.248
box731,2020-05-22 09:58:22.506,2020-05-22 09:58:24.302
box732,2020-05-22 09:59:12.253,2020-05-22 09:59:14.066
box733,2020-05-22 10:34:07.656,2020-05-22 10:34:09.422
box734,2020-05-22 10:34:38.543,2020-05-22 10:34:40.309
box735,2020-05-25 07:16:15.263,2020-05-25 07:16:17.112
box736,2020-05-25 07:16:57.403,2020-05-25 07:16:59.217
box737,2020-05-25 07:17:39.693,2020-05-25 07:17:41.566
box738,2020-05-25 07:17:56.900,2020-05-25 07:17:58.739
box739,2020-05-25 07:20:43.657,2020-05-25 07:20:45.536
box740,2020-05-25 08:46:59.335,2020-05-25 08:47:01.213
box741,2020-05-25 08:47:04.586,2020-05-25 08:47:06.292
box742,2020-05-25 08:47:21.593,2020-05-25 08:47:23.285
box743,2020-05-25 08:48:00.152,2020-05-25 08:48:02.276
box744,2020-05-25 08:49:00.438,2020-05-25 08:49:02.265
box745,2020-05-25 09:04:40.726,2020-05-25 09:04:42.652
box746,2020-05-25 09:05:16.101,2020-05-25 09:05:17.921
box747,2020-05-25 09:05:51.492,2020-05-25 09:05:53.294
box748,2020-05-25 09:06:26.640,2020-05-25 09:06:28.442
box749,2020-05-25 09:26:19.526,2020-05-25 09:26:21.282
box750,2020-05-25 09:26:32.067,2020-05-25 09:26:33.875
box751,2020-05-25 09:40:36.454,2020-05-25 09:40:38.266
box752,2020-05-25 09:40:59.679,2020-05-25 09:41:01.446
box753,2020-05-25 10:21:06.057,2020-05-25 10:21:07.871
box754,2020-05-25 10:21:35.700,2020-05-25 10:21:37.663
box755,2020-05-25 10:21:56.050,2020-05-25 10:21:57.863
box756,2020-05-25 10:22:37.002,2020-05-25 10:22:38.818
box757,2020-05-25 10:23:12.800,2020-05-25 10:23:14.717
box758,2020-05-25 10:23:43.072,2020-05-25 10:23:45.074
box759,2020-05-25 10:24:13.440,2020-05-25 10:24:15.269
box760,2020-05-25 10:24:43.533,2020-05-25 10:24:45.296
box761,2020-05-25 10:25:19.514,2020-05-25 10:25:21.303
box762,2020-05-25 10:25:43.287,2020-05-25 10:25:45.092
box763,2020-05-25 10:26:24.589,2020-05-25 10:26:26.284
box764,2020-05-25 10:37:06.452,2020-05-25 10:37:08.285
box765,2020-05-25 10:37:18.272,2020-05-25 10:37:20.073
box766,2020-05-25 10:37:29.737,2020-05-25 10:37:31.628
box767,2020-05-25 11:51:35.045,2020-05-25 11:51:36.871
box768,2020-05-25 11:51:59.134,2020-05-25 11:52:00.914
box769,2020-05-25 11:55:26.211,2020-05-25 11:55:28.124
box770,2020-05-25 11:59:42.945,2020-05-25 11:59:44.702
box771,2020-05-25 12:49:57.360,2020-05-25 12:49:59.732
box772,2020-05-25 12:50:51.718,2020-05-25 12:50:53.956
box773,2020-05-25 12:53:11.301,2020-05-25 12:53:13.277
box774,2020-05-25 12:53:34.847,2020-05-25 12:53:36.853
box775,2020-05-25 12:57:01.908,2020-05-25 12:57:03.792
box776,2020-05-25 13:00:47.199,2020-05-25 13:00:49.011
box777,2020-05-25 13:01:04.903,2020-05-25 13:01:06.715
box778,2020-05-25 13:10:37.089,2020-05-25 13:10:38.919
box779,2020-05-25 13:10:58.800,2020-05-25 13:11:00.734
box780,2020-05-25 13:13:57.684,2020-05-25 13:13:59.626
box781,2020-05-25 13:14:09.322,2020-05-25 13:14:11.189
box782,2020-05-25 13:14:33.327,2020-05-25 13:14:35.102
box783,2020-05-25 13:14:45.529,2020-05-25 13:14:47.293
box784,2020-05-25 13:15:08.449,2020-05-25 13:15:10.163
box785,2020-05-25 13:31:37.521,2020-05-25 13:31:39.272
box786,2020-05-25 13:31:49.716,2020-05-25 13:31:51.637
box787,2020-05-25 13:34:01.892,2020-05-25 13:34:03.727
box788,2020-05-25 13:34:48.508,2020-05-25 13:34:50.275
box789,2020-05-25 13:35:05.967,2020-05-25 13:35:07.893
box790,2020-05-25 13:35:29.072,2020-05-25 13:35:30.915
box791,2020-05-25 13:35:52.317,2020-05-25 13:35:54.270
box792,2020-05-25 14:06:00.906,2020-05-25 14:06:02.802
box793,2020-05-25 14:12:19.916,2020-05-25 14:12:21.753
box794,2020-05-25 14:16:28.610,2020-05-25 14:16:30.377
box795,2020-05-25 14:33:51.118,2020-05-25 14:33:53.041
box796,2020-05-25 14:34:51.197,2020-05-25 14:34:53.098
box797,2020-05-25 14:35:26.705,2020-05-25 14:35:28.523
box798,2020-05-25 14:35:48.767,2020-05-25 14:35:50.569
box796,2020-05-25 14:40:52.880,2020-05-25 14:40:54.620
box796,2020-05-25 14:44:29.749,2020-05-25 14:44:31.577
box799,2020-05-25 14:44:41.810,2020-05-25 14:44:43.662
box800,2020-05-25 14:49:25.145,2020-05-25 14:49:27.006
